title	type	genres	releaseYear	imdbId	imdbAverageRating	imdbNumVotes	availableCountries
Antibirth	movie	Comedy, Horror, Mystery	2016.0	tt3333870	4.9	3680.0	US
Man Up	movie	Comedy, Drama, Romance	2015.0	tt3064298	6.8	57727.0	AT, CH, DE, FR, GB
The Little Gangster	movie	Comedy, Crime, Family	2015.0	tt3845822	7.0	1161.0	DE
I Am Wrath	movie	Action, Thriller	2016.0	tt3212232	5.4	16372.0	AR, BR, CL, CO, MX
The Shallows	movie	Action, Drama, Horror	2016.0	tt4052882	6.3	146878.0	US
Bleeding Heart	movie	Action, Drama, Mystery	2015.0	tt3244446	5.1	2314.0	AR, BR, CL, CO, MX
Coalition	movie	Drama	2015.0	tt4173174	7.2	279.0	AU, CA, US
The Odyssey	movie	Adventure, Biography, Drama	2016.0	tt1659619	6.6	6299.0	FR
Karaka Kasadara	movie	Drama	2005.0	tt3763980	3.1	20.0	US
Unverschämtes Glück	movie	Drama	2015.0	tt4114646	5.5	21.0	DE
Bare	movie	Drama, Romance	2015.0	tt3741316	5.1	2571.0	US
Comedy Central Roast of Justin Bieber	movie	Comedy	2015.0	tt4504452	7.3	4021.0	AU, GB, IE, US
This Is Drag	movie	Documentary	2015.0	tt4289100	5.0	118.0	CA
Orion: The Man Who Would Be King	movie	Biography, Documentary, Music	2015.0	tt4468132	7.0	483.0	CA
Slow Learners	movie	Comedy, Romance	2015.0	tt2537390	5.8	2889.0	CA, US
Love the Coopers	movie	Comedy, Fantasy, Romance	2015.0	tt2279339	5.8	27047.0	CA, US
Sky	movie	Drama, Romance	2015.0	tt4106306	5.8	2458.0	CA, US
Return to Sender	movie	Drama, Thriller	2015.0	tt2948790	5.1	15043.0	AR, BR, CL, CO, MX
The Duel	movie	Drama, Western	2016.0	tt2436682	5.8	12176.0	US
Stalked by My Neighbor	movie	Crime, Drama, Thriller	2015.0	tt4328642	5.2	1665.0	US
If There Be Thorns	movie	Drama, Mystery, Romance	2015.0	tt4058368	5.6	2478.0	US
Club Life	movie	Drama	2015.0	tt3038734	4.8	561.0	AR, BR, CL, CO, MX
Seeds of Yesterday	movie	Drama, Mystery, Romance	2015.0	tt4103992	5.6	2102.0	US
The Take	movie	Action, Adventure, Crime	2016.0	tt2368619	6.3	52105.0	CL, CO, GB, MX
Intruders	movie	Drama, Horror, Thriller	2015.0	tt4009278	5.7	14616.0	AR, BR, CL, CO, MX
My Husband's Wife	movie	Drama	2010.0	tt2569314	4.8	12.0	IN, US
Thotta	movie	Romance	2008.0	tt6449396	4.9	19.0	US
Dharm Adhikari	movie	Action, Comedy, Drama	1986.0	tt0186799	5.2	133.0	IN, US
Baby Cat	movie	Comedy	1983.0	tt0085206	3.4	150.0	US
Baskin	movie	Horror, Thriller	2015.0	tt4935418	5.8	12946.0	US
Free Fire	movie	Action, Comedy, Crime	2016.0	tt4158096	6.3	51639.0	CA, GB
Alone in Berlin	movie	Drama, History, War	2016.0	tt3026488	6.5	10103.0	US
Gold	movie	Biography, Crime, Drama	2016.0	tt1800302	6.7	70584.0	DE
My All-American	movie	Biography, Drama, Sport	2015.0	tt3719896	7.2	8374.0	US
100 Streets	movie	Crime, Drama	2016.0	tt2990126	5.8	4544.0	AU, US
Into the Forest	movie	Drama, Thriller	2015.0	tt2625810	5.8	22317.0	US
Manchester by the Sea	movie	Drama	2016.0	tt4034228	7.8	323484.0	GB
Mumbhai Connection	movie	Comedy, Crime, Thriller	2011.0	tt1826763	5.4	33.0	US
WWII in HD: The Air War	movie	Documentary, History, War	2010.0	tt1776357	8.0	277.0	US
A Ballerina's Tale	movie	Documentary	2015.0	tt4504040	6.4	722.0	US
Kidnap - Bo's Most Exciting Holiday Ever	movie	Adventure, Family	2015.0	tt3875310	6.5	278.0	DE
Vamsha Vriksha	movie	Drama	1971.0	tt0067925	8.2	65.0	IN, US
Blind Date	movie	Comedy, Romance	2015.0	tt4466936	6.6	7228.0	FR
Mysterious Ways	movie	Drama	2015.0	tt4588948	5.7	86.0	US
Risen	movie	Action, Drama, History	2016.0	tt3231054	6.3	31365.0	US
Monster High: The Movie	movie	Action, Adventure, Comedy	2022.0	tt1447981	5.1	3621.0	AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE
Periyar	movie	Biography, Drama	2007.0	tt6944510	7.8	148.0	US
Transformers: The Last Knight	movie	Action, Adventure, Sci-Fi	2017.0	tt3371366	5.2	173149.0	AT, AU, CA, CH, DE, FR, GB, IE, IT, US
The Glass Castle	movie	Biography, Drama	2017.0	tt2378507	7.1	39288.0	DE
Heist	movie	Action, Crime, Drama	2015.0	tt3276924	6.1	33276.0	US
Tanu Weds Manu Returns	movie	Comedy, Drama, Romance	2015.0	tt2140465	7.6	30011.0	IN, US
Blind Sun	movie	Horror, Mystery	2015.0	tt4568370	5.3	1672.0	US
Tilbury	movie	Drama, Horror, War	1987.0	tt4112470	6.0	370.0	CA, US
Love Thy Nature	movie	Documentary	2014.0	tt3244466	6.8	160.0	GB, US
Aus der Kurve	movie	Crime, Drama, Thriller	2015.0	tt4073130	6.2	68.0	DE
Begründung eines Urteils	movie	Drama	1966.0	tt0115646	9.4	15.0	DE
Mediterranea	movie	Drama	2015.0	tt3486542	6.6	1810.0	CA
Love by Design	movie	Romance	2014.0	tt3276632	5.7	827.0	US
The Wave	movie	Action, Drama, Thriller	2015.0	tt3616916	6.6	43876.0	AR, BR, CL, CO, MX
The Legend of Longwood	movie	Adventure, Drama, Family	2014.0	tt3394758	5.4	467.0	US
Frankenstein	movie	Horror, Sci-Fi, Thriller	2015.0	tt4086032	5.1	3115.0	AR, BR, CL, CO, MX
Pitching Love and Catching Faith	movie	Romance	2015.0	tt4475244	4.5	220.0	US
Fifty Shades Freed	movie	Drama, Mystery, Romance	2018.0	tt4477536	4.5	76736.0	AU
American Made	movie	Action, Comedy, Crime	2017.0	tt3532216	7.1	214815.0	AU
The Fate of the Furious	movie	Action, Crime, Thriller	2017.0	tt4630562	6.6	259454.0	AU
A Bulldog for Christmas	movie	Comedy, Drama, Family	2013.0	tt2857720	3.8	113.0	US
Grace Stirs Up Success	movie	Comedy, Family, Musical	2015.0	tt3733678	5.7	688.0	US
Ghar Ek Mandir	movie	Drama	1984.0	tt0154531	5.5	104.0	AU, IN, US
Paap Ko Jalaa Kar Raakh Kar Doonga	movie	Crime	1988.0	tt0384403	5.2	91.0	IN, US
Sheshnaag	movie	Fantasy	1990.0	tt0359971	4.7	109.0	US
10 Billion - What's on your plate?	movie	Documentary	2015.0	tt3592340	7.3	318.0	DE
Youth in Oregon	movie	Comedy, Drama	2016.0	tt3687316	5.8	1435.0	BR, CL, CO, MX
Signed, Sealed, Delivered: From Paris with Love	movie	Drama, Mystery	2015.0	tt4662412	7.6	1465.0	US
Satrangee Parachute	movie	Comedy, Drama, Family	2011.0	tt1886663	5.5	81.0	IN, US
Nate Bargatze: Full Time Magic	movie	Comedy	2015.0	tt4653606	7.7	523.0	AU, US
Impact Earth	movie	Action	2015.0	tt4160208	3.6	435.0	IN
The Secret Handshake	movie	Family	2015.0	tt3519936	5.3	203.0	US
Bad Santa 2	movie	Comedy, Crime, Drama	2016.0	tt1798603	5.6	28892.0	CA, US
Tomb Raider	movie	Action, Adventure, Fantasy	2018.0	tt1365519	6.3	231303.0	CA
Amdavad Junction	movie	Mystery	2013.0	tt4643782	4.1	21.0	US
I Don't Luv U	movie	Romance	2013.0	tt6445398	6.5	34.0	IN, US
Kuch Kuch Locha Hai	movie	Comedy, Drama	2015.0	tt4272420	2.6	936.0	IN
Tum Ho Yaara	movie	Drama	2011.0	tt2078757	4.3	28.0	AU, IN, US
Kampai! For the Love of Sake	movie	Documentary	2015.0	tt4255622	6.7	84.0	US
A Tale of Two Thieves	movie	Documentary	2014.0	tt3501046	6.1	106.0	AU, CA, GB, US
The Dog Who Saved Summer	movie	Family	2015.0	tt4469200	4.6	260.0	US
Café Society	movie	Comedy, Drama, Romance	2016.0	tt4513674	6.6	82321.0	CL, CO, MX
San Andreas Quake	movie	Action, Adventure, Drama	2015.0	tt4547120	2.2	6850.0	IN
Northpole: Open for Christmas	movie	Drama, Family, Fantasy	2015.0	tt4843046	6.2	2137.0	US
The Green Finger	movie	Crime, Film-Noir	1946.0	tt0127272	5.7	194.0	DE
Real Murders: An Aurora Teagarden Mystery	movie	Crime, Drama, Mystery	2015.0	tt4618800	6.8	2393.0	US
Shot Caller	movie	Crime, Drama, Thriller	2017.0	tt4633690	7.3	104083.0	AR, BR, CL, CO, MX
David Brent: Life on the Road	movie	Comedy, Music	2016.0	tt3137630	6.3	22378.0	AU
Baywatch	movie	Action, Comedy, Crime	2017.0	tt1469304	5.5	206839.0	AU, CA
Hollywood	movie	Comedy, Sci-Fi	2002.0	tt1112110	7.5	264.0	US
Valerian and the City of a Thousand Planets	movie	Action, Adventure, Fantasy	2017.0	tt2239822	6.4	200662.0	IN
Miracles from Heaven	movie	Biography, Drama, Family	2016.0	tt4257926	7.1	29305.0	US
The Circle	movie	Drama, Mystery, Sci-Fi	2017.0	tt4287320	5.4	102162.0	CA, IN
The Adventures of Pepper and Paula	movie	Drama, Family	2015.0	tt3283950	6.9	118.0	US
Their Finest	movie	Comedy, Drama, Romance	2016.0	tt1661275	6.8	21561.0	AU
Almost Christmas	movie	Comedy, Drama, Romance	2016.0	tt4649416	6.1	7987.0	CA
The Unknown Girl	movie	Crime, Drama, Mystery	2016.0	tt4630550	6.5	10525.0	AR, BR, CL, CO, MX
Certain Women	movie	Drama	2016.0	tt4468634	6.4	16104.0	GB, US
Salt and Fire	movie	Action, Adventure, Drama	2016.0	tt4441150	4.2	3043.0	AR, BR, CL, CO, MX
Remember Me	movie	Crime, Drama, Thriller	2015.0	tt4542814	5.1	42.0	DE
Nocturnal Animals	movie	Drama, Thriller	2016.0	tt4550098	7.4	321514.0	AU
Personal Shopper	movie	Drama, Mystery, Thriller	2016.0	tt4714782	6.1	44079.0	CA, GB, US
Chal Guru Ho Jaa Shuru	movie	Comedy	2015.0	tt4588730	4.7	62.0	AU, IN, US
NH-8: Road to Nidhivan	movie	Horror	2015.0	tt4671212	2.9	53.0	US
Ishq Ke Parindey	movie	Music, Romance	2015.0	tt4581722	6.9	64.0	IN, US
Mulzim	movie	Drama	1988.0	tt0363832	4.7	33.0	IN, US
Paayum Puli	movie	Action, Crime, Thriller	2015.0	tt4995748	6.1	1082.0	IN
USS Indianapolis: Men of Courage	movie	Action, Drama, History	2016.0	tt2032572	5.3	14689.0	AR, BR, CL, CO, MX
The Belko Experiment	movie	Horror, Thriller	2016.0	tt1082807	6.2	61708.0	CL, CO, MX, US
Atomic Blonde	movie	Action, Thriller	2017.0	tt2406566	6.7	211208.0	AU, IN
Tiger House	movie	Action, Crime, Drama	2015.0	tt2911674	5.2	4965.0	AR, BR, CL, CO, MX
Fifty Shades Darker	movie	Drama, Mystery, Romance	2017.0	tt4465564	4.6	114511.0	AU
The Movie of My Life	movie	Drama	2017.0	tt4012424	7.2	2098.0	BR
Majhli Didi	movie	Drama	1967.0	tt0139447	8.0	121.0	IN, US
The Unsound	movie	Thriller	2013.0	tt4788726	4.7	30.0	US
Jenny's Wedding	movie	Comedy, Drama, Romance	2015.0	tt3289712	5.6	12085.0	US
Keanu	movie	Action, Comedy, Crime	2016.0	tt4139124	6.2	53070.0	US
Nick Swardson: Taste It	movie	Comedy	2015.0	tt4766892	6.3	126.0	AU, US
Calling Paul Temple	movie	Crime, Mystery	1948.0	tt0125030	6.0	288.0	DE
Bobby	movie	Drama, Romance	2002.0	tt0960734	3.6	774.0	US
One Wild Moment	movie	Comedy, Drama, Romance	2015.0	tt2191765	6.2	10673.0	AR, BR, CL, CO, MX
I Lived	movie	Horror, Mystery, Thriller	2015.0	tt2949196	4.4	925.0	AR, BR, CL, CO, MX
Gentle Ben 2: Black Gold	movie	Drama, Family	2003.0	tt0315885	5.8	254.0	US
Achanurangatha Veedu	movie	Drama	2006.0	tt0896785	7.1	207.0	IN, US
Jeff Ross Roasts Criminals: Live at Brazos County Jail	movie	Comedy, Documentary	2015.0	tt4705522	7.9	909.0	US
Love Finds You in Charm	movie	Drama	2015.0	tt4122118	6.4	1403.0	US
Sweet Surrender	movie	Comedy, Drama, Family	2014.0	tt2998888	6.0	748.0	US
A Murder in the Park	movie	Crime, Documentary, History	2014.0	tt3168808	7.3	1266.0	US
Console Wars	movie	Documentary	2020.0	tt5215462	7.0	2294.0	US
Len and Company	movie	Comedy, Drama, Music	2015.0	tt3675204	6.1	646.0	CA
Standoff	movie	Action, Crime, Drama	2016.0	tt3703908	6.1	9258.0	AR, BR, CL, CO, MX
Perfect Match	movie	Comedy, Drama, Romance	2015.0	tt4526950	6.0	2204.0	US
King Georges	movie	Biography, Documentary	2015.0	tt4092774	6.8	372.0	US
The Pack	movie	Horror, Thriller	2015.0	tt4167720	5.0	3466.0	CA, US
Double Daddy	movie	Drama, Romance, Thriller	2015.0	tt4733736	5.8	1309.0	US
One Crazy Cruise	movie	Comedy, Family	2015.0	tt4058572	5.3	587.0	AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE
Contracted: Phase II	movie	Drama, Horror, Thriller	2015.0	tt4255110	5.0	5341.0	CA, US
Hector	movie	Drama	2015.0	tt3917118	6.9	1821.0	CA
Taxi	movie	Comedy, Drama, Romance	2015.0	tt3660078	5.9	576.0	DE
Prairie Badmen	movie	Western	1946.0	tt0038856	6.1	103.0	US
The Abandoned	movie	Horror, Mystery, Thriller	2015.0	tt3311988	4.8	5625.0	CA, US
Wolves	movie	Comedy, Drama, Family	2016.0	tt4623856	5.7	1379.0	CA, US
Jeff Ross Roasts America	movie	Comedy	2012.0	tt2297894	7.1	252.0	US
Islands of Creation	movie	Documentary	2015.0	tt15280380	6.3	19.0	AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE
Now or Never	movie	Comedy, Drama	2019.0	tt9244710	5.9	52.0	DE
Love, Again	movie	Drama, Romance	2015.0	tt4622202	6.0	772.0	US
Black Mountain Poets	movie	Comedy, Drama, Romance	2015.0	tt4222028	5.9	348.0	GB
A Country Wedding	movie	Drama, Romance	2015.0	tt4814436	6.9	3351.0	US
Paddington 2	movie	Adventure, Comedy, Family	2017.0	tt4468740	7.8	98481.0	BR, CL, CO, MX
Line of Duty	movie	Action, Crime, Thriller	2019.0	tt3541524	5.3	9489.0	IN
A Song for Jenny	movie	Drama	2015.0	tt4277308	7.0	337.0	AU
Frog Kingdom	movie	Adventure, Animation, Comedy	2013.0	tt4162910	3.4	449.0	US
A United Kingdom	movie	Biography, Drama, History	2016.0	tt3387266	6.9	17195.0	AU
Out of Control	movie	Comedy, Drama, Romance	2003.0	tt0388315	3.3	286.0	AU, IN, US
Munna Mange Memsaab	movie	Comedy	2014.0	tt3854286	3.0	16.0	IN, US
Mile 22	movie	Action, Thriller	2018.0	tt4560436	6.1	88625.0	IN
Chaos on the Bridge	movie	Biography, Documentary, History	2014.0	tt2880448	7.0	1388.0	GB, IE
13 Cameras	movie	Crime, Horror, Thriller	2015.0	tt4392454	5.2	6312.0	CA
Road Games	movie	Drama, Horror, Mystery	2015.0	tt2929652	5.3	3878.0	CA, US
The Devil's Dolls	movie	Horror, Thriller	2016.0	tt3384350	4.3	1894.0	CA
Never Let Go	movie	Action, Drama, Thriller	2015.0	tt3833474	5.3	1075.0	AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE
Hot Summer Nights	movie	Crime, Drama, Romance	2017.0	tt3416536	6.4	24667.0	AR, BR, CL, CO, MX
6 Days	movie	Action, Drama, History	2017.0	tt4703048	6.2	25299.0	AU, US
Die Eisläuferin	movie	Comedy	2015.0	tt4814572	5.8	61.0	DE
The Bad Education Movie	movie	Comedy	2015.0	tt4660980	5.8	7643.0	CA, US
Family for Christmas	movie	Drama, Family, Fantasy	2015.0	tt4766018	6.2	2709.0	US
Bridget Everett: Gynecological Wonder	movie	Comedy, Documentary	2015.0	tt4851758	5.9	133.0	AU, US
Garage Sale Mystery: The Wedding Dress	movie	Crime, Drama, Mystery	2015.0	tt4658324	6.9	1260.0	US
Gourmet Detective: A Healthy Place to Die	movie	Crime, Drama, Mystery	2015.0	tt4041382	6.8	1396.0	US
A Christmas Detour	movie	Comedy, Romance	2015.0	tt4767950	6.2	3517.0	US
Department Q: A Conspiracy of Faith	movie	Crime, Drama, Mystery	2016.0	tt4088268	7.0	23047.0	CA, US
Noma: My Perfect Storm	movie	Documentary	2015.0	tt4610372	6.2	790.0	DE
A War	movie	Crime, Drama, Thriller	2015.0	tt3830162	7.0	11349.0	DE
Khatarnak	movie	Action, Comedy	2006.0	tt0924234	3.6	462.0	IN
War Pigs	movie	Action, Drama, War	2015.0	tt3779300	4.3	3704.0	AR, BR, CL, CO, MX
Undisputed 4: Boyka	movie	Action, Drama, Sport	2016.0	tt3344680	6.9	32522.0	CL, CO, MX
Tigers Are Not Afraid	movie	Fantasy, Horror, Mystery	2017.0	tt4823434	6.9	9460.0	AU, CA, US
Say Yes to Love	movie	Romance	2012.0	tt3211170	6.5	16.0	AU, IN, US
Meister des Todes	movie	Drama, Thriller	2015.0	tt4796742	6.4	184.0	DE
Ayalvasi Oru Daridravasi	movie	Comedy	1986.0	tt0254978	6.9	88.0	IN, US
Gallows Road	movie	Drama	2015.0	tt3100052	5.3	386.0	US
Sarkar Dada	movie	Action, Comedy	2005.0	tt1102325	2.6	128.0	IN, US
Mayilattam	movie	Action, Comedy, Drama	2004.0	tt0400644	4.3	162.0	IN, US
Blair Witch	movie	Horror, Mystery, Thriller	2016.0	tt1540011	5.0	50862.0	BR, CL, CO, MX
Jurassic World: Fallen Kingdom	movie	Action, Adventure, Sci-Fi	2018.0	tt4881806	6.1	352453.0	AU
Ishtam	movie	Comedy, Drama, Romance	2001.0	tt0322788	6.9	500.0	IN, US
Satyam, Shivam, Sundaram	movie	Comedy, Drama	2000.0	tt0282139	5.7	220.0	IN, US
My Dear Muthachan	movie	Comedy, Drama	1992.0	tt0353769	6.4	149.0	IN, US
Kalyanaraman	movie	Comedy, Drama	2002.0	tt0357829	7.8	1708.0	IN, US
Aayiram Janmangal	movie	Family	1976.0	tt0281536	6.6	13.0	US
Gramaphone	movie	Comedy, Drama, Family	2003.0	tt0377994	6.5	385.0	IN, US
Pattanathil Sundaran	movie	Comedy, Drama	2003.0	tt0378542	5.0	256.0	US
Dreams	movie	Drama	2000.0	tt0217401	5.6	71.0	IN, US
Meleparambil Aanveedu	movie	Comedy, Drama, Musical	1993.0	tt0305819	7.9	763.0	IN, US
Kudumba Puranam	movie	Drama	1988.0	tt0352500	7.2	120.0	US
Dosth	movie	Drama, Romance	2001.0	tt0319316	5.4	292.0	IN, US
Fifty Shades of Black	movie	Comedy	2016.0	tt4667094	3.5	23641.0	US
12 Rounds 3: Lockdown	movie	Action, Crime, Thriller	2015.0	tt3957956	5.1	4679.0	IN
Sprinter - Haltlos in die Nacht	movie	Drama	2012.0	tt2380199	5.8	44.0	DE
Ladrones	movie	Comedy	2015.0	tt4296800	5.0	340.0	BR, CL, CO, MX
Summer of 8	movie	Comedy, Drama, Romance	2016.0	tt4172146	5.5	1295.0	BR, CL, CO, MX
Septembers of Shiraz	movie	Drama, History, Thriller	2015.0	tt3661298	6.2	5872.0	AR, BR, CL, CO, MX
Tawaif	movie	Comedy, Drama, Romance	1985.0	tt0090138	6.6	133.0	AU, IN, US
All Nighter	movie	Comedy, Drama	2017.0	tt4662420	5.8	8095.0	AR, BR, CL, CO, MX
Niram	movie	Comedy, Musical, Romance	1999.0	tt0255426	7.1	729.0	IN, US
Kangaroo	movie	Comedy, Drama, Romance	2007.0	tt1172062	4.0	269.0	IN, US
Kalyana Sougandhikam	movie	Comedy, Drama, Romance	1996.0	tt0331535	6.1	212.0	IN
Swayamvarapandhal	movie	Drama	2000.0	tt0334452	4.8	88.0	IN, US
F.I.R	movie	Action, Crime	1999.0	tt0255155	6.6	285.0	IN, US
The Blue Boy	movie	Thriller	1994.0	tt0109304	6.0	195.0	CA, US
The Massively Mixed-Up Middle School Mystery	movie	Comedy, Mystery	2015.0	tt3521770	5.9	122.0	CA, US
Lead with Your Heart	movie	Drama, Romance	2015.0	tt4882698	5.7	550.0	US
Love on the Air	movie	Comedy, Romance	2015.0	tt4539828	6.9	1776.0	US
Blaze of Glory	movie	Action, Adventure, Animation	2014.0	tt4461828	6.3	28.0	US
Chain of Command	movie	Action, Thriller	2015.0	tt4340720	3.5	1694.0	AR, BR, CL, CO, MX
The Best Bad Thing	movie	Drama	1997.0	tt0156022	7.3	107.0	US
Ingine Oru Nilapakshi	movie	Musical	2000.0	tt0282615	4.2	44.0	IN, US
Mother's Day	movie	Comedy, Drama, Romance	2016.0	tt4824302	5.6	40695.0	US
Run the Tide	movie	Drama	2016.0	tt2822864	5.2	1245.0	BR, CL, CO, MX
Mission: Impossible - Fallout	movie	Action, Adventure, Thriller	2018.0	tt4912910	7.7	386913.0	AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE
The Man Who Knew Infinity	movie	Biography, Drama	2015.0	tt0787524	7.2	63463.0	CA, US
Found Footage 3D	movie	Horror	2016.0	tt3449006	5.3	2660.0	AU, CA, US
Jumanji: Welcome to the Jungle	movie	Action, Adventure, Comedy	2017.0	tt2283362	7.0	464739.0	CA
Srimanthudu	movie	Action, Drama	2015.0	tt4727512	7.5	13679.0	AU, IN, US
The Con is On	movie	Comedy, Crime	2018.0	tt4685806	3.8	8943.0	US
The Condemned 2	movie	Action, Thriller	2015.0	tt4151192	4.2	3231.0	IN
Pitch Perfect 3	movie	Comedy, Music	2017.0	tt4765284	5.8	73509.0	AU
Dilliwala Rajakumaran	movie	Comedy, Drama	1996.0	tt0355376	6.0	151.0	IN, US
Attakkalasam	movie	Action, Drama	1983.0	tt0214500	6.2	38.0	AU, IN, US
Kallan Kappalil Thanne	movie	Drama, Comedy	1992.0	tt0353603	5.9	41.0	IN, US
Pups United	movie	Family	2015.0	tt3725034	3.4	156.0	US
The Flamingo Rising	movie	Drama	2001.0	tt0257679	5.8	338.0	US
The Devil's Candy	movie	Drama, Horror, Thriller	2015.0	tt4935372	6.4	22461.0	CA, US
The Sense of an Ending	movie	Drama, Mystery	2017.0	tt4827986	6.4	7727.0	AU
Unter der Haut	movie	Drama	2015.0	tt4807148	6.2	83.0	DE
Madmast Barkhaa	movie	Romance, Thriller	2015.0	tt4845248	4.2	37.0	AU, IN
Lady Chatterley's Lover	movie	Drama, Romance	2015.0	tt4116030	6.3	4102.0	AU, CA
One-Man Show	movie	Comedy, Drama	2001.0	tt0317962	6.5	325.0	IN, US
Vakkalathu Narayanankutty	movie	Comedy, Drama	2001.0	tt0278130	5.1	142.0	IN, US
The Cookie Mobster	movie	Family	2014.0	tt4041278	5.7	356.0	US
The Promise	movie	Action, Adventure, Drama	2016.0	tt4776998	6.1	179092.0	IN
True Crime: How to Murder Your Wife	movie	Comedy, Drama	2015.0	tt3962798	6.5	261.0	CA, US
Chirikkudukka	movie	Comedy, Drama, Romance	2002.0	tt0356467	3.3	24.0	IN, US
Nammal	movie	Comedy, Drama, Romance	2002.0	tt0357945	6.6	308.0	IN, US
Sathyameva Jayathe	movie	Crime, Thriller	2000.0	tt0283580	5.1	118.0	IN, US
Mookkillarajyathu	movie	Comedy	1991.0	tt0353753	7.6	488.0	IN, US
Pavam I.A. Ivachan	movie	Comedy, Drama	1994.0	tt0235662	4.5	42.0	IN, US
Kinnaripuzhayoram	movie	Comedy	1994.0	tt0353627	6.6	93.0	IN, US
Chukkan	movie	Drama	1994.0	tt0305367	4.9	32.0	IN
Love Under the Stars	movie	Comedy, Romance	2015.0	tt4658578	6.8	1985.0	US
Daddy's Little Girl	movie	Crime, Drama	2014.0	tt3268308	5.8	76.0	DE
Tornado Range	movie	Drama, Music, Western	1948.0	tt0040889	6.0	87.0	US
Devil's Gate	movie	Horror, Sci-Fi, Thriller	2017.0	tt4610748	5.1	6981.0	CA, US
Betrayal	movie	Crime, Drama, Romance	2018.0	tt5898712	5.4	36.0	AR, BR, CL, CO, MX
Oohakachavadam	movie	Drama, Crime, Thriller	1988.0	tt0352676	5.5	12.0	IN, US
Natasha Leggero: Live at Bimbo's	movie	Comedy, Documentary	2015.0	tt4966020	6.7	227.0	AU, US
Shalini Ente Koottukari	movie	Drama, Romance	1978.0	tt0244204	6.5	38.0	IN, US
Shubha Yathra	movie	Drama, Romance	1990.0	tt0278712	6.8	93.0	IN, US
Nagarangalil Chennu Raparkam	movie	Comedy	1990.0	tt0282779	7.0	285.0	IN, US
Kakkothi Kaavile Appoppan Thaadikal	movie	Drama	1988.0	tt0352482	7.6	135.0	IN, US
Der schönste Mann von der Reeperbahn	movie	Musical	1974.0	tt0395264	7.6	11.0	DE
Mutharamkunnu P.O.	movie	Comedy, Drama, Romance	1985.0	tt0237479	7.1	213.0	IN, US
Nanma Niranjavan Srinivasan	movie	Comedy, Drama	1990.0	tt0278583	6.4	100.0	IN, US
Apoorvam Chilar	movie	Comedy, Drama	1991.0	tt0257410	6.4	34.0	IN, US
First Bell	movie	Comedy	1992.0	tt0353453	5.7	61.0	IN, US
Die Venus von Müggensack	movie	Comedy	1977.0	tt0360146	8.4	12.0	DE
Signed, Sealed, Delivered: Truth Be Told	movie	Comedy, Drama	2015.0	tt5026308	7.7	1166.0	US
Vrudhanmare Sookshikkuka	movie	Action, Comedy, Thriller	1995.0	tt0414658	4.9	172.0	IN, US
Snehithan	movie	Comedy, Romance	2002.0	tt0357192	4.7	58.0	IN, US
Anuragakottaram	movie	Comedy, Drama	1998.0	tt0275926	6.0	103.0	IN, US
Jane Wants a Boyfriend	movie	Comedy, Drama, Romance	2015.0	tt3302654	6.7	2191.0	BR, CL, CO, MX
Magic Lamp	movie	Comedy, Drama	2008.0	tt1810690	3.3	76.0	IN, US
Sudhandhiram	movie	Action, Crime, Drama	2000.0	tt1505127	4.4	64.0	IN, US
Kaltfront	movie	Drama	2016.0	tt4489406	5.8	51.0	DE
Heaven on Earth	movie	Drama, Music, Romance	2015.0	tt3644730	4.8	947.0	DE
My Name Is Emily	movie	Drama	2015.0	tt3319018	6.5	1239.0	CA
Achante Aanmakkal	movie	Crime, Drama, Family	2012.0	tt13853586	5.7	8.0	IN, US
Amazing Grace	movie	Documentary, Music	2018.0	tt4935462	7.5	5251.0	CA
The Rise of the Krays	movie	Crime, Drama	2015.0	tt2945796	4.9	2154.0	GB, IE, US
Girls Lost	movie	Crime, Drama, Fantasy	2015.0	tt4425152	6.1	1338.0	GB
Two Little Girls in Blue	movie	Crime, Drama	2014.0	tt3351208	5.6	63.0	DE
What We Become	movie	Horror, Thriller	2015.0	tt3547682	5.5	4367.0	US
Gridlocked	movie	Action	2015.0	tt2724532	5.8	5228.0	AR, BR, CL, CO, MX
Kolilakkam	movie	Action, Drama	1981.0	tt0333739	7.2	65.0	IN, US
Nakshathrangal Parayathirunnathu	movie	Drama	2000.0	tt0320128	3.5	31.0	IN, US
Mayaponman	movie	Comedy	1997.0	tt0355758	5.3	104.0	IN, US
The Ones Below	movie	Drama, Thriller	2015.0	tt4126438	6.1	11268.0	AR, BR, CL, CO, MX
I Spit on Your Grave: Vengeance Is Mine	movie	Horror, Thriller	2015.0	tt4530884	5.1	16096.0	US
Sreekrishnapurathe Nakshathrathilakkam	movie	Comedy	1998.0	tt0274104	7.0	313.0	IN, US
