title	type	genres	releaseYear	imdbId	imdbAverageRating	imdbNumVotes	availableCountries
A Charlie Brown Thanksgiving	movie	Animation, Comedy, Family	1973.0	tt0068359	7.7	12608.0	AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA
Welcome Home, Roscoe Jenkins	movie	Comedy, Romance	2008.0	tt0494652	5.5	16030.0	US
Captain Alatriste: The Spanish Musketeer	movie	Adventure, Drama, History	2006.0	tt0395119	6.1	14102.0	DE
Yours, Mine & Ours	movie	Comedy, Family, Romance	2005.0	tt0443295	5.5	30793.0	US
Texas Rangers	movie	Action, Adventure, Drama	2001.0	tt0193560	5.2	6409.0	US
The Perfect Score	movie	Comedy, Crime, Drama	2004.0	tt0314498	5.7	26521.0	US
Eden Lake	movie	Horror, Thriller	2008.0	tt1020530	6.7	99166.0	GB
Mirrors	movie	Horror, Mystery	2008.0	tt0790686	6.1	115425.0	US
How to Rob a Bank (and 10 Tips to Actually Get Away with It)	movie	Comedy, Crime, Mystery	2007.0	tt0762104	5.9	6226.0	US
Burnt Offerings	movie	Horror, Mystery, Thriller	1976.0	tt0074258	6.4	14028.0	US
The Changeling	movie	Horror, Mystery	1980.0	tt0080516	7.1	41587.0	CA, US
Eight Men Out	movie	Drama, History, Sport	1988.0	tt0095082	7.2	22643.0	BR
The Gravedancers	movie	Horror	2006.0	tt0435653	5.4	10142.0	US
Sleepaway Camp	movie	Horror	1983.0	tt0086320	6.2	39993.0	CA
Tourist Trap	movie	Horror	1979.0	tt0080040	6.0	13589.0	AU, CA, US
Twisted	movie	Crime, Drama, Mystery	2004.0	tt0315297	5.3	23570.0	US
The Spy Who Came in from the Cold	movie	Drama, Thriller	1965.0	tt0059749	7.5	19175.0	AT, CH, DE, FR, GB, IE, IT
Dead of Night	movie	Drama, Horror	1945.0	tt0037635	7.5	14725.0	GB
Eddie Izzard: Definite Article	movie	Comedy, Documentary	1996.0	tt0116066	8.3	2213.0	CA, US
Eddie Izzard: Glorious	movie	Comedy, Documentary	1997.0	tt0195753	8.4	2601.0	CA, US
My Best Friend's Girl	movie	Comedy, Romance	2008.0	tt1046163	5.8	46948.0	IN
Bad Boys	movie	Crime, Drama, Thriller	1983.0	tt0085210	7.2	17582.0	DE, IN
Mesrine: Killer Instinct	movie	Action, Biography, Crime	2008.0	tt1259014	7.5	35656.0	AR, BR, CL, CO, MX
All I Want for Christmas	movie	Comedy, Family, Romance	1991.0	tt0101301	5.9	5663.0	US
Catch and Release	movie	Comedy, Drama, Romance	2006.0	tt0395495	5.9	28989.0	US
Bottle Rocket	movie	Comedy, Crime, Drama	1996.0	tt0115734	6.9	84945.0	GB
Peaceful Warrior	movie	Drama, Romance, Sport	2006.0	tt0438315	7.2	30329.0	DE
The Happy Elf	movie	Adventure, Animation, Family	2005.0	tt0492460	5.1	491.0	US
At Close Range	movie	Crime, Drama	1986.0	tt0090670	6.9	18511.0	CL, CO, MX
Satan	movie	Comedy, Horror, Thriller	2006.0	tt0450843	5.6	9653.0	FR
Santa Claus	movie	Adventure, Family, Fantasy	1985.0	tt0089961	6.3	15784.0	GB
Scrooge	movie	Drama, Family, Fantasy	1970.0	tt0066344	7.5	12700.0	US
Dickie Roberts: Former Child Star	movie	Comedy	2003.0	tt0325258	5.6	15840.0	US
Knowing	movie	Action, Mystery, Sci-Fi	2009.0	tt0448011	6.2	252040.0	BR, CL, CO, IN, MX
Defiance	movie	Action, Drama, History	2008.0	tt1034303	7.1	157350.0	CA, US
Fresh	movie	Crime, Drama, Thriller	1994.0	tt0109842	7.5	15237.0	US
Idlewild	movie	Crime, Drama, Musical	2006.0	tt0417225	6.2	5854.0	US
Superstar	movie	Comedy, Romance	1999.0	tt0167427	5.2	20775.0	US
Surfer, Dude	movie	Comedy	2008.0	tt0976247	4.6	9249.0	IN, US
The Chaser	movie	Action, Crime, Drama	2008.0	tt1190539	7.8	74753.0	GB
Sweeney Todd: The Demon Barber of Fleet Street	movie	Drama, Horror, Musical	2007.0	tt0408236	7.3	393391.0	US
Death Wish	movie	Action, Crime, Drama	1974.0	tt0071402	6.9	45166.0	US
Take	movie	Crime, Drama, Thriller	2007.0	tt0815138	5.8	1723.0	US
Persuasion	movie	Action, Drama, Family	2007.0	tt0844330	7.4	16821.0	AU, CA, US
All About the Benjamins	movie	Action, Comedy, Crime	2002.0	tt0278295	5.8	15892.0	US
ATL	movie	Comedy, Crime, Drama	2006.0	tt0466856	6.2	12441.0	US
Miss Potter	movie	Biography, Drama, Romance	2006.0	tt0482546	7.0	32604.0	US
Wild Child	movie	Comedy	2008.0	tt1024255	6.1	65381.0	AU, US
Romance & Cigarettes	movie	Comedy, Musical, Romance	2005.0	tt0368222	6.2	13004.0	BR, CL, CO, DE, MX, US
BASEketball	movie	Comedy, Sport	1998.0	tt0131857	6.5	67284.0	AU, US
Mad Detective	movie	Action, Crime, Mystery	2007.0	tt0969269	7.1	8240.0	US
One Missed Call 2	movie	Horror, Mystery	2005.0	tt0451010	5.3	3719.0	CA, US
Demons	movie	Horror	1985.0	tt0089013	6.6	27702.0	CA, US
Soul Survivors	movie	Horror, Mystery, Thriller	2001.0	tt0218619	3.9	9797.0	IN
What's the Worst That Could Happen?	movie	Comedy, Crime	2001.0	tt0161083	5.4	17169.0	BR, CL, CO, MX
Razzle Dazzle	movie	Comedy, Music, Musical	2007.0	tt0493160	6.6	616.0	US
The Great Debaters	movie	Biography, Drama, Romance	2007.0	tt0427309	7.5	64030.0	BR, CL, CO, MX
Daddy Day Camp	movie	Comedy, Family	2007.0	tt0462244	3.2	18167.0	US
The Flock	movie	Crime, Drama, Mystery	2007.0	tt0473356	5.7	12409.0	US
WarGames: The Dead Code	movie	Drama, Sci-Fi, Thriller	2008.0	tt0865957	4.5	5045.0	BR, CL, CO, MX, US
Jackass 2.5	movie	Action, Comedy, Documentary	2007.0	tt1117523	6.3	26002.0	US
Home of the Brave	movie	Action, Drama, War	2006.0	tt0763840	5.6	11353.0	AR, BR, CL, CO, MX
Beauty Shop	movie	Comedy	2005.0	tt0388500	5.6	19083.0	BR, CL, CO, MX
Cecil B. Demented	movie	Comedy, Crime, Thriller	2000.0	tt0173716	6.3	17004.0	DE
Prey	movie	Adventure, Drama, Horror	2007.0	tt0468536	4.7	8773.0	US
Reincarnation	movie	Horror, Mystery	2005.0	tt0456630	6.1	6868.0	IN
Maniac Cop	movie	Action, Crime, Horror	1988.0	tt0095583	6.0	21233.0	CA, US
Vice	movie	Crime, Drama, Mystery	2008.0	tt0762145	4.8	955.0	IN
The Uninvited	movie	Drama, Fantasy, Horror	2009.0	tt0815245	6.3	86433.0	AT, CH, FR, GB, IE, IT, US
Hoop Dreams	movie	Documentary, Drama, Sport	1994.0	tt0110057	8.3	28455.0	US
The Thin Blue Line	movie	Crime, Documentary	1988.0	tt0096257	7.9	26566.0	US
Feast of Love	movie	Drama, Romance	2007.0	tt0800027	6.5	17303.0	US
The Wild Thornberrys	movie	Adventure, Animation, Comedy	2002.0	tt0282120	5.7	15446.0	AT, CH, DE, FR, GB, IE, IT, US
The Secret of Roan Inish	movie	Drama, Family, Fantasy	1994.0	tt0111112	7.4	10085.0	US
Blame It on Rio	movie	Comedy, Romance	1984.0	tt0086973	5.8	12340.0	BR, CL, CO, MX
Doubt	movie	Drama, Mystery	2008.0	tt0918927	7.5	137674.0	AT, CH, DE, FR, GB, IE, IT, US
Death Wish II	movie	Action, Crime, Drama	1982.0	tt0082250	6.0	18831.0	BR, CL, CO, MX
Double Whammy	movie	Comedy, Crime, Drama	2001.0	tt0250347	5.7	3999.0	US
Gang Related	movie	Action, Crime, Drama	1997.0	tt0118900	6.4	10239.0	BR
The Heir Apparent: Largo Winch	movie	Action, Thriller	2008.0	tt0808339	6.4	15010.0	BR
My Bloody Valentine	movie	Horror, Mystery, Thriller	2009.0	tt1179891	5.4	61699.0	IN
Ella Enchanted	movie	Comedy, Family, Fantasy	2004.0	tt0327679	6.3	76708.0	US
The Rugrats Movie	movie	Adventure, Animation, Comedy	1998.0	tt0134067	5.9	21084.0	CA, US
Michael Madana Kama Rajan	movie	Comedy	1990.0	tt0140377	8.5	5249.0	IN, US
Reeker	movie	Horror, Mystery, Thriller	2005.0	tt0393635	5.1	10988.0	ES
The Manchurian Candidate	movie	Drama, Mystery, Sci-Fi	2004.0	tt0368008	6.6	118383.0	AT, CA, CH, DE, FR, GB, IE, IT
Ek Chalis Ki Last Local	movie	Adventure, Comedy, Crime	2007.0	tt0995718	7.3	5588.0	IN
New in Town	movie	Comedy, Romance	2009.0	tt1095174	5.7	25262.0	DE
Roll Bounce	movie	Comedy, Drama, Music	2005.0	tt0403455	6.2	7946.0	US
Golmaal Returns	movie	Comedy, Crime, Mystery	2008.0	tt1092005	5.2	9480.0	IN
The Boy in the Striped Pajamas	movie	Drama, War	2008.0	tt0914798	7.7	254178.0	DE
Dirty Work	movie	Comedy	1998.0	tt0120654	6.4	30861.0	CL, CO, MX
Thunderbirds	movie	Action, Adventure, Comedy	2004.0	tt0167456	4.3	14654.0	US
Woman on Top	movie	Comedy, Fantasy, Romance	2000.0	tt0206420	5.3	11027.0	US
Boot Camp	movie	Crime, Drama, Mystery	2008.0	tt0870204	5.8	9410.0	US
Solstice	movie	Horror, Mystery	2008.0	tt0473267	5.3	6886.0	US
The Nine Lives of Fritz the Cat	movie	Animation, Comedy, Horror	1974.0	tt0071913	5.3	3079.0	US
School Ties	movie	Drama	1992.0	tt0105327	6.9	27903.0	US
Le code a changé	movie	Comedy, Drama	2009.0	tt1193088	5.8	2142.0	US
Omkara	movie	Action, Crime, Drama	2006.0	tt0488414	8.0	22614.0	IN, US
Affinity	movie	Drama, Romance	2008.0	tt1116182	6.2	2273.0	GB
Cheech & Chong's: The Corsican Brothers	movie	Comedy	1984.0	tt0087042	4.6	4529.0	BR, CL, CO, MX
The Last Sentinel	movie	Action, Sci-Fi, Thriller	2007.0	tt0758762	3.6	1945.0	US
Fiddler on the Roof	movie	Drama, Family, Musical	1971.0	tt0067093	8.0	48779.0	BR, CL, CO, MX
Good Burger	movie	Comedy, Family	1997.0	tt0119215	5.8	34337.0	AU, CA
Music Within	movie	Biography, Comedy, Drama	2007.0	tt0422783	7.2	6068.0	CL, CO, MX, US
Hit and Run	movie	Crime, Horror, Thriller	2009.0	tt1199550	4.3	4507.0	CL, CO, MX
Little Black Book	movie	Comedy, Drama, Romance	2004.0	tt0361841	5.3	19293.0	US
Dead Like Me: Life After Death	movie	Comedy, Drama, Fantasy	2009.0	tt1079444	6.0	14039.0	BR, CL, CO, MX, US
The Escapist	movie	Crime, Drama, Thriller	2008.0	tt0961728	6.7	17544.0	US
Lone Wolf McQuade	movie	Action, Crime, Drama	1983.0	tt0085862	6.3	14464.0	BR, CL, CO, MX
G.I. Joe: The Rise of Cobra	movie	Action, Adventure, Sci-Fi	2009.0	tt1046173	5.7	216602.0	AT, CA, CH, DE, FR, GB, IE, IT, US
The Cutting Edge: Going for the Gold	movie	Action, Comedy, Drama	2006.0	tt0463953	6.1	4317.0	BR, CL, CO, MX
Joe Kidd	movie	Drama, Western	1972.0	tt0068768	6.4	21685.0	US
Mother's Day	movie	Comedy, Horror, Thriller	1980.0	tt0081186	5.3	6498.0	AU, CA, US
Miami Blues	movie	Comedy, Crime, Drama	1990.0	tt0100143	6.4	10484.0	US
The Groomsmen	movie	Comedy, Drama, Music	2006.0	tt0455958	6.0	4861.0	US
The Colt	movie	Action, Drama, History	2005.0	tt0416654	6.4	575.0	US
The Code	movie	Action, Crime, Thriller	2009.0	tt1112782	6.0	36237.0	AR, BR, CL, CO, MX
One Night with the King	movie	Biography, Drama, History	2006.0	tt0430431	6.0	7941.0	US
The Flying Scotsman	movie	Drama, Sport	2006.0	tt0472268	7.0	5815.0	BR
I Could Never Be Your Woman	movie	Comedy, Drama, Romance	2007.0	tt0466839	6.0	19751.0	US
Clockstoppers	movie	Action, Adventure, Comedy	2002.0	tt0157472	5.2	15310.0	AT, CH, DE, FR, GB, IE, IT
Speak	movie	Drama	2004.0	tt0378793	7.2	30204.0	US
Walking Tall: The Payback	movie	Action, Adventure, Crime	2007.0	tt0804550	4.7	2238.0	CL, CO, MX
The Good the Bad the Weird	movie	Action, Adventure, Comedy	2008.0	tt0901487	7.2	38466.0	CA, US
The Killing Gene	movie	Crime, Drama, Horror	2007.0	tt0804552	5.7	9472.0	US
The Cutting Edge 3: Chasing the Dream	movie	Action, Adventure, Comedy	2008.0	tt1110626	6.1	3231.0	BR, CL, CO, MX
Still Waiting...	movie	Comedy	2009.0	tt1116186	4.9	7195.0	US
Some Kind of Wonderful	movie	Drama, Romance	1987.0	tt0094006	7.0	35705.0	CA
Sixteen Candles	movie	Comedy, Romance	1984.0	tt0088128	7.0	129403.0	AU, US
Man in the Chair	movie	Comedy, Drama	2007.0	tt0489225	7.0	1736.0	CA
The Pink Panther 2	movie	Action, Adventure, Comedy	2009.0	tt0838232	5.6	49318.0	BR, CL, CO, MX
A Good Woman	movie	Comedy, Drama, Romance	2004.0	tt0379306	6.4	14332.0	DE
Pierrepoint: The Last Hangman	movie	Biography, Crime, Drama	2005.0	tt0462477	7.4	5788.0	US
Hotel for Dogs	movie	Comedy, Family	2009.0	tt0785006	5.5	25442.0	CA, US
The Grey Zone	movie	Drama, History, War	2001.0	tt0252480	7.0	11612.0	AR, BR, CL, CO, MX
Clue	movie	Comedy, Crime, Mystery	1985.0	tt0088930	7.3	113156.0	AT, CH, DE, FR, GB, IE, IT
Species: The Awakening	movie	Action, Adventure, Horror	2007.0	tt0844894	3.9	8166.0	BR, CL, CO, MX
De-Lovely	movie	Biography, Drama, Music	2004.0	tt0352277	6.6	11986.0	BR
The Toxic Avenger	movie	Action, Comedy, Horror	1984.0	tt0090190	6.2	33287.0	AU, CA, US
The Ipcress File	movie	Drama, Thriller	1965.0	tt0059319	7.2	18008.0	AU
This Christmas	movie	Comedy, Drama, Romance	2007.0	tt0937375	6.4	10559.0	US
Undisputed 2: Last Man Standing	movie	Action, Crime, Drama	2006.0	tt0443676	7.0	40017.0	AR, BR, CL, CO, MX
Street Fighter: The Legend of Chun-Li	movie	Action, Crime, Fantasy	2009.0	tt0891592	3.7	25613.0	AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE
Good Time Max	movie	Drama	2007.0	tt0469913	5.9	2512.0	CA, US
Mesrine: Public Enemy No. 1	movie	Action, Biography, Crime	2008.0	tt0411272	7.4	31553.0	AR, BR, CL, CO, MX
Something New	movie	Comedy, Drama, Romance	2006.0	tt0437777	6.6	15067.0	US
A Boy Named Charlie Brown	movie	Animation, Comedy, Drama	1969.0	tt0064107	7.3	5764.0	AT, CH, DE, FR, GB, IE, IT, US
Missing in Action	movie	Action, Adventure, Drama	1984.0	tt0087727	5.4	17032.0	BR, CL, CO, MX
Charlie & Me	movie	Drama, Family	2008.0	tt1118040	6.7	256.0	US
Army of Shadows	movie	Drama, War	1969.0	tt0064040	8.1	26881.0	DE, GB
The Terrible Children	movie	Drama	1950.0	tt0042436	6.9	4415.0	GB
The Notorious Bettie Page	movie	Biography, Drama	2005.0	tt0404802	6.5	11801.0	US
Don't Tell Mom the Babysitter's Dead	movie	Comedy	1991.0	tt0101757	6.3	39056.0	US
Let it Rain	movie	Comedy, Drama	2008.0	tt1065332	6.0	1968.0	US
Atlantis	movie	Documentary, Music	1991.0	tt0101376	6.6	1976.0	DE
Swimming Upstream	movie	Biography, Drama, Sport	2003.0	tt0326664	7.0	3521.0	US
Snow Day	movie	Adventure, Comedy, Family	2000.0	tt0184907	5.2	13863.0	US
The Olsen Gang's Big Score	movie	Comedy, Crime, Family	1972.0	tt0069042	6.7	1929.0	DE
The Olsen Gang Runs Amok	movie	Comedy, Crime, Family	1973.0	tt0070474	7.0	2156.0	DE
Monsters vs. Aliens	movie	Action, Adventure, Animation	2009.0	tt0892782	6.4	179791.0	AU
Griffin & Phoenix	movie	Comedy, Drama, Romance	2006.0	tt0460812	6.9	8357.0	US
The Olsen Gang Long Gone	movie	Comedy, Crime, Family	1981.0	tt0082842	6.9	1804.0	DE
Olsen-bandens flugt - over plankeværket	movie	Comedy, Crime, Family	1981.0	tt0082843	6.7	1662.0	DE
Surviving Christmas	movie	Comedy, Romance	2004.0	tt0252028	5.5	28012.0	AT, CH, DE, FR, GB, IE, IT, US
Inspector Bellamy	movie	Crime, Drama, Thriller	2009.0	tt1188983	5.9	2271.0	US
The Prince & Me II: The Royal Wedding	movie	Comedy, Family, Romance	2006.0	tt0477072	4.3	5347.0	US
Alfie	movie	Comedy, Drama	1966.0	tt0060086	7.0	16122.0	AT, CH, DE, FR, GB, IE, IT
Fire in the Sky	movie	Biography, Drama, Fantasy	1993.0	tt0106912	6.5	29419.0	US
Robot Jox	movie	Action, Sci-Fi, Thriller	1989.0	tt0102800	5.5	7498.0	US
The Perfect Man	movie	Comedy, Family, Romance	2005.0	tt0380623	5.4	32405.0	AU
Flowers in the Attic	movie	Drama, Mystery, Thriller	1987.0	tt0093036	5.7	11552.0	US
Mommie Dearest	movie	Biography, Drama	1981.0	tt0082766	6.6	18917.0	US
The Last Winter	movie	Horror, Mystery, Thriller	2006.0	tt0454864	5.5	10047.0	US
Madea Goes to Jail	movie	Comedy, Crime, Drama	2009.0	tt1142800	4.6	13147.0	US
Picture This	movie	Comedy, Drama, Romance	2008.0	tt1076252	5.1	10992.0	BR
Sabrina the Teenage Witch	movie	Comedy, Family, Fantasy	1996.0	tt0117534	6.1	8087.0	AU
Nobel Son	movie	Comedy, Crime, Drama	2007.0	tt0483756	6.1	6205.0	US
84 Charing Cross Road	movie	Biography, Drama, Romance	1987.0	tt0090570	7.4	11573.0	AU
Ex	movie	Comedy, Romance	2009.0	tt1188988	6.2	2297.0	IT
Running Scared	movie	Action, Comedy, Crime	1986.0	tt0091875	6.5	15506.0	BR
Man of Her Dreams	movie	Comedy	2009.0	tt1246723	4.4	127.0	US
Annie	movie	Comedy, Drama, Family	1982.0	tt0083564	6.6	50629.0	US
Made	movie	Comedy, Crime, Drama	2001.0	tt0227005	6.3	19745.0	IN
While She Was Out	movie	Crime, Drama, Thriller	2008.0	tt0887971	4.8	7405.0	US
What's Done in the Dark	movie	Comedy	2008.0	tt1849213	4.7	374.0	US
Bugs!	movie	Documentary, Short	2003.0	tt0337587	6.9	372.0	GB, US
Sophie's Choice	movie	Drama, Romance	1982.0	tt0084707	7.5	54039.0	AU
When a Man Comes Home	movie	Comedy	2007.0	tt0951288	5.6	955.0	US
House on Haunted Hill	movie	Crime, Horror, Mystery	1959.0	tt0051744	6.7	32064.0	AU, CA, US
Deathstalker	movie	Action, Adventure, Fantasy	1983.0	tt0087127	4.6	6698.0	AU, CA, US
Unstable Fables: 3 Pigs & a Baby	movie	Animation, Comedy, Family	2008.0	tt1086797	5.1	910.0	US
Devdas	movie	Drama, Musical, Romance	2002.0	tt0238936	7.5	48032.0	IN, US
All Roads Lead Home	movie	Drama, Family	2008.0	tt0821810	5.8	938.0	US
A Passage to India	movie	Adventure, Drama, History	1984.0	tt0087892	7.3	21549.0	CL, CO, MX
The Way of War	movie	Action, Thriller	2009.0	tt1133995	3.2	2734.0	AR, BR, CL, CO, MX
Invasion U.S.A.	movie	Action, Thriller	1985.0	tt0089348	5.4	11560.0	CL, CO, MX
Provoked	movie	Biography, Crime, Drama	2006.0	tt0458072	6.4	2261.0	AU, IN, US
Tokyo Gore Police	movie	Action, Comedy, Horror	2008.0	tt1183732	5.9	13077.0	CA
Thomas and the Magic Railroad	movie	Adventure, Comedy, Drama	2000.0	tt0205461	4.2	4885.0	US
The Delta Force	movie	Action, Adventure, Drama	1986.0	tt0090927	5.6	22508.0	BR, CL, CO, MX
Undertow	movie	Drama, Thriller	2004.0	tt0360130	6.5	9463.0	BR
Mister Lonely	movie	Comedy, Drama	2007.0	tt0475984	6.4	8508.0	US
Juice	movie	Action, Crime, Drama	1992.0	tt0104573	7.0	31152.0	US
Phantasm III: Lord of the Dead	movie	Action, Fantasy, Horror	1994.0	tt0110823	6.0	10887.0	CA
Phantasm IV: Oblivion	movie	Fantasy, Horror, Sci-Fi	1998.0	tt0138703	5.5	8635.0	CA
The Wood	movie	Comedy, Drama, Romance	1999.0	tt0161100	7.0	10456.0	US
Sundown: The Vampire in Retreat	movie	Comedy, Horror, Western	1989.0	tt0098412	6.0	3744.0	US
The Best Man	movie	Comedy, Drama, Romance	1999.0	tt0168501	6.7	12189.0	US
Jar City	movie	Crime, Drama, Mystery	2006.0	tt0805576	6.8	5677.0	CA, DE
Highway to Hell	movie	Adventure, Comedy, Fantasy	1991.0	tt0104418	6.0	5641.0	US
The Girl in the Park	movie	Drama	2007.0	tt0847167	6.3	4241.0	US
Jack and Jill vs. the World	movie	Comedy, Drama, Romance	2008.0	tt0475252	5.5	3126.0	US
Tromeo and Juliet	movie	Comedy, Romance	1996.0	tt0114733	6.0	7017.0	AU, CA, US
Love Comes Softly	movie	Drama, Family, Romance	2003.0	tt0345591	7.3	7182.0	US
Career Opportunities	movie	Comedy, Romance	1991.0	tt0101545	5.8	18381.0	US
Ice Cold in Alex	movie	Adventure, Drama, War	1958.0	tt0053935	7.7	6817.0	DE, GB
Jackass 3D	movie	Action, Comedy, Documentary	2010.0	tt1116184	7.0	69330.0	AT, CA, CH, DE, FR, GB, IE, IT, US
Killer Klowns from Outer Space	movie	Comedy, Horror, Sci-Fi	1988.0	tt0095444	6.2	48555.0	CL, CO, MX
The Wicker Man	movie	Horror, Mystery, Thriller	1973.0	tt0070917	7.5	97028.0	GB
3 Ninjas	movie	Action, Comedy, Family	1992.0	tt0103596	5.3	23724.0	BR, CL, CO, MX
Rugrats in Paris	movie	Adventure, Animation, Comedy	2000.0	tt0213203	6.2	13904.0	CA, US
The Children	movie	Horror, Mystery, Thriller	2008.0	tt1172571	5.9	19232.0	CA
Kinky Boots	movie	Comedy, Drama, Music	2005.0	tt0434124	7.1	21878.0	AT, CH, DE, FR, GB, IE, IT
The Mod Squad	movie	Action, Crime, Thriller	1999.0	tt0120757	4.3	9617.0	BR
Maharathi	movie	Crime, Drama, Mystery	2008.0	tt1334254	7.1	1208.0	IN
Pride	movie	Drama, Sport	2007.0	tt0475355	6.3	6998.0	US
Daleks' Invasion Earth 2150 A.D.	movie	Adventure, Drama, Sci-Fi	1966.0	tt0060278	5.9	4662.0	US
Black Narcissus	movie	Drama	1947.0	tt0039192	7.7	28636.0	DE
Inferno	movie	Horror	1980.0	tt0080923	6.5	24785.0	CA, US
Last Chance Harvey	movie	Drama, Romance	2008.0	tt1046947	6.6	22705.0	IN, US
Hobson's Choice	movie	Comedy, Drama, Romance	1954.0	tt0047094	7.7	9111.0	GB
Assassination Tango	movie	Crime, Drama, Romance	2002.0	tt0283897	5.7	3431.0	BR, CL, CO, MX
North Face	movie	Adventure, Biography, Drama	2008.0	tt0844457	7.4	16600.0	AT, CH, DE
Hero Wanted	movie	Action, Crime, Thriller	2008.0	tt0977214	5.5	7461.0	AR, BR, CL, CO, MX
I Love You, Man	movie	Comedy, Romance	2009.0	tt1155056	7.0	219538.0	AU, CA, FR, GB, IE, IT, US
Daddy's Little Girls	movie	Drama, Romance	2007.0	tt0778661	5.9	8464.0	BR, CL, CO, MX
Duplicity	movie	Comedy, Crime, Romance	2009.0	tt1135487	6.1	52601.0	AU
The Cutting Edge	movie	Comedy, Drama, Romance	1992.0	tt0104040	6.9	22886.0	BR, CL, CO, MX
The Proposition	movie	Crime, Drama, Western	2005.0	tt0421238	7.3	55780.0	GB
Days of Heaven	movie	Drama, Romance	1978.0	tt0077405	7.7	64471.0	US
A Christmas Carol	movie	Drama, Fantasy	1999.0	tt0216621	7.4	11018.0	US
Hellboy Animated: Sword of Storms	movie	Action, Adventure, Animation	2006.0	tt0810895	6.4	5104.0	IN
The Dangerous Lives of Altar Boys	movie	Comedy, Drama	2002.0	tt0238924	6.9	14319.0	IN
Inglourious Basterds	movie	Adventure, Drama, War	2009.0	tt0361748	8.4	1631163.0	AU, US
The Wog Boy	movie	Comedy	2000.0	tt0216417	5.8	2334.0	AU
The Ladies Man	movie	Comedy	2000.0	tt0213790	5.2	13973.0	US
Easy Virtue	movie	Comedy, Romance	2008.0	tt0808244	6.6	22745.0	AU
The Cruel Sea	movie	Drama, War	1953.0	tt0045659	7.4	5572.0	GB
Journey to the Center of the Earth	movie	Action, Adventure, Family	2008.0	tt1156454	4.1	1937.0	US
Black Christmas	movie	Horror, Mystery, Thriller	1974.0	tt0071222	7.1	49870.0	CA, US
State of Play	movie	Crime, Drama, Mystery	2009.0	tt0473705	7.1	162608.0	AU, DE
Jetsons: The Movie	movie	Animation, Comedy, Family	1990.0	tt0099878	5.5	5849.0	US
Agent Cody Banks 2: Destination London	movie	Action, Adventure, Comedy	2004.0	tt0358349	4.6	16206.0	BR, CL, CO, MX
Aa Dekhen Zara	movie	Action, Mystery, Sci-Fi	2009.0	tt1372681	5.2	965.0	US
After Sex	movie	Comedy, Drama, Romance	2007.0	tt0465375	5.5	8688.0	BR, CL, CO, IN, MX
The Ballad of Jack and Rose	movie	Drama	2005.0	tt0357110	6.5	12299.0	IN, US
The Woman in the Window	movie	Crime, Drama, Film-Noir	1944.0	tt0037469	7.6	18281.0	US
Ace of Hearts	movie	Adventure, Drama, Family	2008.0	tt1032746	5.8	784.0	US
Eddie Murphy: Raw	movie	Comedy, Documentary	1987.0	tt0092948	7.6	21067.0	US
Eye for an Eye	movie	Crime, Drama, Thriller	1996.0	tt0116260	6.2	19304.0	AT, CH, DE, FR, GB, IE, IT
The Emperor's Club	movie	Drama	2002.0	tt0283530	6.9	18062.0	US
Why Did I Get Married?	movie	Comedy, Drama, Romance	2007.0	tt0906108	5.9	14130.0	BR, CL, CO, MX, US
The Black Stallion	movie	Adventure, Family, Sport	1979.0	tt0078872	7.4	14389.0	CL, CO, MX
The Battle of Algiers	movie	Drama, War	1966.0	tt0058946	8.1	67469.0	GB
The Soloist	movie	Biography, Drama, Music	2009.0	tt0821642	6.7	55766.0	DE, US
Obsessed	movie	Drama, Romance, Thriller	2009.0	tt1198138	5.0	34795.0	US
Fighting	movie	Action, Crime, Drama	2009.0	tt1082601	5.6	34504.0	US
The Parallax View	movie	Drama, Mystery, Thriller	1974.0	tt0071970	7.1	22594.0	US
Last Holiday	movie	Comedy, Drama, Romance	2006.0	tt0408985	6.6	37025.0	AT, CH, DE, FR, GB, IE, IT, US
BMX Bandits	movie	Action, Crime, Drama	1983.0	tt0085204	5.5	6226.0	AU
Hellraiser: Deader	movie	Horror, Mystery, Thriller	2005.0	tt0337636	4.4	12233.0	US
Breakin' 2: Electric Boogaloo	movie	Comedy, Drama, Musical	1984.0	tt0086999	5.1	4933.0	US
Death Warrant	movie	Action, Crime, Mystery	1990.0	tt0099385	5.7	21385.0	CL, CO, MX
The Man in the Moon	movie	Drama, Romance	1991.0	tt0102388	7.3	19463.0	BR, CL, CO, MX
Urban Cowboy	movie	Drama, Romance, Western	1980.0	tt0081696	6.5	17298.0	AT, CH, DE, FR, GB, IE, IT, US
True Grit	movie	Adventure, Drama, Western	1969.0	tt0065126	7.4	52418.0	AT, CH, DE, FR, GB, IE, IT
Mrs. Brown	movie	Biography, Drama, History	1997.0	tt0119280	7.2	15842.0	CA, US
